pitches,player_id,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,player
18438,452718,18438,100,0.282,0.175,0.298,0.457,0.345,0.36,0.283,1295,4594,88.8,12.7,2121.0,87.6,85.15,1273,8412,9935,Kyle Kendrick
18412,502009,18412,100,0.241,0.14,0.286,0.381,0.298,0.336,0.264,1053,4374,88.0,11.0,1935.0,89.0,87.15,1990,8656,9642,Mat Latos
18370,429781,18370,100,0.285,0.16,0.307,0.445,0.342,0.384,0.34,1284,4504,90.7,10.3,2223.0,87.6,84.81,1345,8380,9897,Kevin Correia
18350,607074,18350,100,0.234,0.154,0.296,0.388,0.305,0.3,0.225,937,4004,88.9,15.8,2256.0,90.8,90.18,2401,8764,9580,Carlos Rodón
18274,434643,18274,100,0.256,0.152,0.3,0.408,0.317,0.344,0.278,1092,4265,89.5,12.8,2322.0,84.7,82.74,1601,8120,10068,Wandy Rodriguez
18259,430904,18259,100,0.277,0.143,0.309,0.42,0.332,,,1239,4481,,,,84.3,,1325,8141,10030,Paul Maholm
18038,136880,18038,100,0.244,0.12,0.294,0.364,0.284,,,1126,4616,,,,88.1,,1957,8864,9128,Roy Halladay
18024,474463,18024,100,0.274,0.137,0.308,0.411,0.319,0.335,0.277,1227,4475,88.9,2.3,1942.0,86.7,85.2,1440,8072,9914,Brett Anderson
17955,605135,17955,100,0.241,0.138,0.289,0.379,0.302,0.308,0.241,1013,4207,87.0,12.6,2163.0,87.2,87.15,1801,8330,9619,Chris Bassitt
17853,448802,17853,100,0.259,0.137,0.305,0.396,0.312,0.313,0.248,1161,4477,88.2,5.2,2324.0,86.8,86.48,1941,8312,9490,Jaime García
17791,542881,17791,100,0.252,0.178,0.286,0.43,0.318,0.309,0.244,1070,4252,85.9,15.6,2173.0,86.2,85.94,2243,8985,8801,Tyler Anderson
17588,605200,17588,100,0.264,0.164,0.295,0.428,0.325,0.337,0.272,1070,4059,87.4,10.5,2069.0,85.1,84.59,1537,7567,10018,Zach Davies
17581,451584,17581,100,0.238,0.141,0.29,0.379,0.306,0.299,0.218,924,3881,87.2,14.7,2484.0,90.4,90.6,1851,8086,9459,Wade Davis
17532,150116,17532,100,0.267,0.166,0.298,0.433,0.336,0.376,0.304,1095,4095,89.0,10.3,2040.0,83.2,82.39,1396,8053,9425,Randy Wolf
17527,601713,17527,100,0.249,0.194,0.303,0.443,0.327,0.316,0.236,964,3869,89.4,14.5,2417.0,88.8,89.16,2128,8387,9139,Nick Pivetta
17466,433584,17466,100,0.272,0.156,0.294,0.428,0.34,0.329,0.282,1125,4136,88.1,7.6,1890.0,90.1,87.31,1410,7901,9484,Roberto Hernandez
17411,547943,17411,100,0.252,0.145,0.3,0.397,0.299,0.303,0.253,1062,4215,87.5,9.5,1969.0,84.7,84.46,1868,8158,9230,Hyun Jin Ryu
17362,607536,17362,100,0.279,0.175,0.312,0.454,0.339,0.332,0.267,1178,4221,88.0,10.5,2200.0,87.7,88.44,1631,8228,9134,Kyle Freeland
17351,612672,17351,100,0.266,0.181,0.297,0.447,0.326,0.314,0.253,1112,4188,87.9,15.1,2052.0,87.8,86.81,1660,8514,8822,Wei-Yin Chen
17314,592791,17314,100,0.253,0.166,0.294,0.419,0.309,0.307,0.249,1062,4192,87.9,13.6,2394.0,89.7,89.99,1894,8506,8802,Jameson Taillon
17240,608337,17240,100,0.232,0.19,0.277,0.422,0.314,0.312,0.235,891,3842,88.2,15.8,2007.0,87.9,88.49,2366,8228,9012,Lucas Giolito
17167,502327,17167,100,0.243,0.174,0.278,0.417,0.327,0.337,0.242,878,3612,89.2,20.8,2125.0,87.9,86.07,1599,7587,9538,Héctor Santiago
17074,571945,17074,100,0.26,0.157,0.289,0.417,0.308,0.321,0.268,1097,4221,88.2,11.3,2305.0,88.2,88.12,1574,8473,8594,Miles Mikolas
17000,425856,17000,100,0.253,0.149,0.29,0.402,0.314,0.29,0.22,1034,4093,89.2,12.4,2207.0,87.9,89.58,1701,7757,9151,Gavin Floyd
16911,571760,16911,100,0.249,0.189,0.298,0.438,0.322,0.319,0.242,971,3898,88.9,15.6,2385.0,87.8,87.12,2252,8252,8655,Andrew Heaney
16879,277417,16879,100,0.251,0.162,0.295,0.413,0.316,,,1015,4040,,,,89.0,,1657,7785,9041,Josh Beckett
16829,547888,16829,100,0.242,0.176,0.281,0.417,0.3,0.308,0.25,1021,4226,88.5,9.8,2029.0,87.2,86.18,2266,8457,8371,Masahiro Tanaka
16784,543521,16784,100,0.247,0.146,0.301,0.393,0.304,0.292,0.233,957,3880,86.6,13.9,2462.0,84.7,84.49,2011,7913,8843,Collin McHugh
16760,475243,16760,100,0.248,0.16,0.285,0.408,0.318,0.325,0.253,950,3826,88.9,16.7,2079.0,86.7,85.7,1399,7848,8831,Travis Wood
16755,407890,16755,100,0.252,0.174,0.283,0.427,0.318,0.329,0.265,1025,4063,89.1,18.1,2194.0,86.1,84.01,1549,7715,9014,Colby Lewis
16636,605397,16636,100,0.243,0.164,0.293,0.406,0.304,0.3,0.239,971,4003,87.5,11.2,2514.0,87.7,87.18,2121,8152,8483,Joe Musgrove
16564,458708,16564,100,0.273,0.208,0.289,0.481,0.331,0.339,0.28,1181,4332,88.5,14.4,2467.0,84.9,83.4,1545,8143,8375,Josh Tomlin
16523,628317,16523,100,0.234,0.167,0.287,0.4,0.298,0.289,0.228,889,3805,86.8,14.6,2210.0,85.6,85.13,2329,7998,8505,Kenta Maeda
16371,217096,16371,100,0.268,0.157,0.299,0.425,0.337,0.475,0.33,987,3687,86.0,13.3,2028.0,80.3,79.19,1305,7072,9180,Barry Zito
16346,451532,16346,100,0.256,0.126,0.313,0.383,0.314,0.365,0.315,958,3737,89.6,12.0,2167.0,88.3,86.98,1619,7329,8915,Chad Billingsley
16190,572020,16190,100,0.242,0.148,0.302,0.39,0.3,0.294,0.231,885,3662,89.3,13.5,2128.0,91.2,90.99,2096,7869,8298,James Paxton
16117,501381,16117,100,0.254,0.172,0.3,0.426,0.309,0.311,0.253,990,3899,88.9,11.5,1995.0,89.8,89.32,2114,8156,7946,Michael Pineda
16071,518774,16071,100,0.258,0.157,0.304,0.416,0.314,0.324,0.258,990,3832,88.7,11.7,2206.0,91.5,90.29,1790,7800,8252,Matt Harvey
16065,572070,16065,100,0.246,0.131,0.293,0.377,0.305,0.319,0.246,922,3748,88.9,8.1,2609.0,92.0,90.66,1835,7446,8573,Garrett Richards
16045,608566,16045,100,0.257,0.176,0.307,0.433,0.319,0.314,0.252,1014,3946,89.4,7.5,2293.0,90.7,89.38,1954,7798,8247,Germán Márquez
16023,571927,16023,100,0.263,0.168,0.313,0.432,0.324,0.31,0.25,958,3636,88.3,9.8,2193.0,89.1,89.21,1687,7431,8580,Steven Matz
15769,117955,15769,100,0.281,0.126,0.316,0.407,0.325,,,1066,3795,,,,86.8,,1279,6734,8909,Derek Lowe
15730,543548,15730,100,0.274,0.191,0.297,0.465,0.334,0.336,0.269,1040,3800,87.1,14.9,2075.0,83.9,82.82,1494,7254,8435,Tommy Milone
15602,593372,15602,100,0.243,0.121,0.303,0.364,0.301,0.299,0.231,901,3707,87.0,7.2,2062.0,91.3,89.54,1775,7405,8141,Carlos Martinez
15600,570632,15600,100,0.267,0.168,0.29,0.436,0.332,0.337,0.267,970,3627,88.5,9.6,2111.0,92.0,91.66,1510,7293,8280,José Ureña
15488,622663,15488,100,0.237,0.158,0.291,0.395,0.303,0.304,0.239,838,3539,87.9,10.9,2289.0,92.6,92.3,1872,7552,7932,Luis Severino
15454,502085,15454,100,0.206,0.12,0.293,0.326,0.272,0.276,0.203,686,3329,88.4,12.6,2611.0,89.1,88.98,1959,6640,8713,David Robertson
15298,592789,15298,100,0.25,0.14,0.309,0.39,0.296,0.287,0.237,933,3733,86.6,9.6,2068.0,92.6,92.96,2023,7645,7616,Noah Syndergaard
15281,519141,15281,100,0.244,0.155,0.299,0.399,0.314,0.307,0.229,798,3270,88.3,12.8,2315.0,87.5,84.93,1649,6890,8361,Drew Pomeranz
15245,523260,15245,100,0.248,0.123,0.302,0.371,0.309,0.31,0.238,846,3409,88.5,6.0,2370.0,92.2,92.06,1483,6658,8562,Joe Kelly
15244,435043,15244,100,0.284,0.148,0.317,0.431,0.336,0.289,0.217,1059,3735,86.6,5.0,2015.0,84.6,83.57,1294,7049,8147,Zach Duke
15242,621107,15242,100,0.262,0.176,0.302,0.437,0.314,0.299,0.244,1017,3885,87.2,11.7,2170.0,88.9,89.26,1607,7459,7780,Zach Eflin
15201,592866,15201,100,0.268,0.179,0.303,0.447,0.331,0.326,0.259,953,3557,87.2,13.7,2084.0,87.7,88.54,1529,7313,7888,Trevor Williams
15163,503449,15163,100,0.274,0.153,0.308,0.428,0.337,0.343,0.268,958,3492,88.8,8.0,1851.0,91.3,89.63,1407,6816,8330,Wily Peralta
15143,605164,15143,100,0.256,0.201,0.291,0.457,0.329,0.317,0.244,902,3530,88.2,16.6,2300.0,86.2,85.27,1885,7436,7688,Dylan Bundy
15124,285064,15124,100,0.256,0.152,0.296,0.408,0.321,0.343,0.262,889,3476,88.2,12.9,1982.0,87.2,87.32,1157,6525,8524,Ryan Vogelsong
15092,571510,15092,100,0.256,0.197,0.296,0.453,0.328,0.312,0.237,882,3447,87.6,18.5,2269.0,85.5,85.15,1867,7349,7743,Matthew Boyd
15019,475115,15019,100,0.249,0.119,0.306,0.368,0.31,0.317,0.242,840,3370,87.8,6.0,2511.0,90.1,87.9,1645,6574,8387,Tyson Ross
14985,453281,14985,100,0.269,0.19,0.293,0.46,0.336,0.333,0.268,977,3627,87.6,14.8,1848.0,82.4,82.0,1413,6795,8135,Wade LeBlanc
14956,543101,14956,100,0.262,0.169,0.303,0.431,0.318,0.314,0.252,949,3627,88.6,11.5,2097.0,90.4,90.73,1591,7135,7782,Anthony DeSclafani
14916,435221,14916,100,0.27,0.146,0.308,0.416,0.317,0.312,0.252,1020,3772,87.2,11.5,2300.0,88.8,88.64,1246,7169,7691,Brandon McCarthy
14886,543022,14886,100,0.263,0.142,0.303,0.405,0.335,0.332,0.252,867,3299,87.6,4.6,2474.0,90.9,90.91,1270,6382,8463,Tyler Chatwood
14863,594835,14863,100,0.265,0.172,0.293,0.437,0.322,0.327,0.265,960,3628,87.7,14.6,2185.0,84.5,84.37,1403,7190,7671,Marco Gonzales
14814,460024,14814,100,0.263,0.171,0.297,0.434,0.332,0.296,0.222,941,3584,86.8,17.6,2369.0,88.9,89.34,1454,6831,7928,Luke Hochevar
14794,445276,14794,100,0.182,0.119,0.265,0.3,0.243,0.245,0.182,606,3336,85.7,21.3,2543.0,92.1,93.16,2451,7604,7151,Kenley Jansen
14722,571946,14722,100,0.247,0.146,0.288,0.392,0.312,0.322,0.246,829,3361,88.7,12.5,2240.0,90.6,91.48,1434,6924,7741,Shelby Miller
14635,656302,14635,100,0.223,0.153,0.293,0.376,0.299,0.298,0.219,687,3079,88.3,15.0,2612.0,89.9,89.62,2143,6783,7852,Dylan Cease
14481,608331,14481,100,0.241,0.119,0.3,0.361,0.288,0.29,0.238,831,3441,86.4,5.1,2268.0,87.0,87.08,1759,6860,7621,Max Fried
14463,456068,14463,100,0.257,0.171,0.281,0.428,0.325,0.333,0.267,887,3446,88.3,15.2,2234.0,87.9,86.59,1300,6971,7453,Miguel González
14457,664285,14457,100,0.229,0.116,0.286,0.345,0.289,0.302,0.235,796,3480,90.1,-1.1,2365.0,88.4,87.49,1719,6520,7937,Framber Valdez
14375,669203,14375,100,0.212,0.128,0.277,0.34,0.27,0.276,0.217,704,3318,86.7,9.8,2655.0,91.2,91.67,2235,6841,7533,Corbin Burnes
14366,461325,14366,100,0.196,0.155,0.242,0.351,0.277,0.288,0.202,605,3085,86.3,23.9,2098.0,86.2,83.9,2071,7053,7255,Tyler Clippard
14275,518886,14275,100,0.169,0.114,0.265,0.283,0.25,0.28,0.187,499,2946,89.9,17.6,2433.0,93.5,93.42,2371,6527,7728,Craig Kimbrel
14235,656756,14235,100,0.254,0.15,0.301,0.404,0.308,0.315,0.256,879,3455,87.3,11.7,2144.0,87.1,87.26,1863,6970,7265,Jordan Montgomery
14222,656427,14222,100,0.225,0.154,0.287,0.38,0.297,0.306,0.234,696,3087,87.2,12.9,2281.0,88.1,88.85,1965,6547,7674,Jack Flaherty
14176,543339,14176,100,0.239,0.149,0.288,0.388,0.301,0.306,0.228,778,3261,88.0,16.2,2435.0,91.7,92.53,1828,6948,7204,Daniel Hudson
14150,592314,14150,100,0.255,0.194,0.292,0.448,0.329,0.32,0.247,822,3229,88.5,14.2,2285.0,90.5,90.17,1482,6615,7527,Mike Foltynewicz
14145,488984,14145,100,0.263,0.169,0.287,0.431,0.32,0.302,0.247,949,3613,87.4,9.8,2484.0,90.0,92.03,1262,7023,7068,Tommy Hunter
14041,641154,14041,100,0.24,0.157,0.296,0.397,0.3,0.293,0.233,795,3310,86.9,11.0,2179.0,89.8,90.85,1920,7095,6946,Pablo López
13997,547973,13997,100,0.168,0.094,0.284,0.262,0.251,0.264,0.175,471,2802,87.0,12.6,2355.0,96.2,96.72,2434,6549,7444,Aroldis Chapman
13982,489334,13982,100,0.254,0.146,0.298,0.4,0.305,0.286,0.237,871,3427,87.2,6.4,2199.0,88.5,89.53,1596,6491,7423,Craig Stammen
13961,547179,13961,100,0.242,0.147,0.28,0.389,0.311,0.317,0.248,775,3197,87.5,10.1,2355.0,90.7,89.88,1547,6554,7375,Michael Lorenzen
13758,150302,13758,100,0.28,0.156,0.302,0.436,0.343,0.309,0.259,943,3364,90.1,7.1,1705.0,87.1,84.79,1026,5920,7766,Jason Marquis
13740,605182,13740,100,0.229,0.161,0.281,0.39,0.303,0.309,0.232,698,3048,87.3,16.4,2205.0,88.1,88.74,1766,6310,7427,Mike Clevinger
13734,645261,13734,100,0.23,0.138,0.274,0.368,0.289,0.3,0.238,780,3385,87.4,7.2,2262.0,93.5,92.66,1820,7134,6599,Sandy Alcantara
13676,548389,13676,100,0.259,0.174,0.298,0.433,0.313,0.313,0.256,865,3334,88.5,11.3,2202.0,86.9,86.31,1478,6494,7166,Ross Stripling
13634,573185,13634,100,0.246,0.202,0.27,0.448,0.33,0.339,0.255,751,3058,88.7,18.7,2150.0,86.8,86.21,1567,6470,7132,Dan Straily
13569,453646,13569,100,0.256,0.175,0.296,0.431,0.323,0.323,0.264,823,3209,88.7,14.4,2025.0,84.1,84.07,1535,6117,7330,Carlos Villanueva
13518,453192,13518,100,0.228,0.128,0.31,0.356,0.3,0.258,0.185,671,2938,86.2,10.7,2343.0,88.2,87.91,1664,5891,7588,Andrew Miller
13495,453344,13495,100,0.236,0.148,0.293,0.384,0.308,0.283,0.241,716,3035,89.3,11.0,2283.0,91.7,93.3,1590,6362,7108,Brandon Morrow
13464,120485,13464,100,0.266,0.133,0.307,0.398,0.316,,,862,3244,,,,85.5,,1185,5979,7447,Andy Pettitte
13457,668678,13457,100,0.222,0.143,0.281,0.365,0.287,0.304,0.237,681,3063,88.9,11.7,2245.0,89.1,89.48,1572,6188,7269,Zac Gallen
13428,625643,13428,100,0.243,0.169,0.284,0.412,0.31,0.322,0.248,738,3039,88.5,16.8,2099.0,90.8,90.77,1604,6519,6900,Reynaldo López
13415,518716,13415,100,0.265,0.157,0.295,0.422,0.327,0.33,0.266,874,3293,86.8,12.8,2260.0,86.1,85.45,1307,6362,7008,Dillon Gee
13385,592826,13385,100,0.254,0.2,0.31,0.454,0.336,0.324,0.242,741,2915,89.2,17.1,2293.0,90.3,90.41,1644,6412,6967,Vince Velasquez
13300,579328,13300,100,0.259,0.193,0.308,0.452,0.333,0.332,0.256,790,3053,90.1,11.0,2238.0,90.0,90.79,1729,6400,6898,Yusei Kikuchi
13239,435178,13239,100,0.247,0.11,0.308,0.357,0.293,,,754,3052,,,,91.4,,1405,6030,7118,Josh Johnson
13236,543766,13236,100,0.248,0.141,0.297,0.389,0.31,0.314,0.247,742,2986,88.1,7.3,2418.0,90.9,90.19,1529,6311,6864,Bryan Shaw
13234,669456,13234,100,0.236,0.146,0.306,0.382,0.287,0.299,0.242,769,3258,90.1,10.3,2308.0,87.9,88.4,1938,6302,6932,Shane Bieber
13217,621121,13217,100,0.226,0.137,0.296,0.363,0.298,0.299,0.225,663,2935,88.5,5.3,2456.0,89.1,88.34,1671,5769,7435,Lance McCullers Jr.
13212,400061,13212,100,0.26,0.148,0.305,0.408,0.313,,,850,3266,,,,87.4,,1328,6483,6689,Roy Oswalt
13191,458709,13191,100,0.274,0.142,0.295,0.416,0.335,,,877,3196,,,,85.8,,909,5859,7279,John Lannan
13117,657277,13117,100,0.248,0.112,0.308,0.36,0.288,0.303,0.256,794,3205,89.0,1.7,1975.0,88.2,89.21,1412,6086,7030,Logan Webb
13110,607625,13110,100,0.238,0.145,0.289,0.383,0.291,0.305,0.245,743,3125,88.4,10.7,2517.0,88.0,87.48,1418,6079,7016,Seth Lugo
13087,541640,13087,100,0.255,0.172,0.278,0.427,0.317,0.321,0.259,827,3243,88.6,11.5,2193.0,88.2,88.23,1415,6463,6590,Erasmo Ramírez
13033,543272,13033,100,0.236,0.148,0.293,0.383,0.305,0.299,0.227,686,2908,87.1,12.3,2408.0,87.8,85.6,1348,5747,7252,Brad Hand
13023,407845,13023,100,0.232,0.109,0.3,0.342,0.302,0.301,0.222,631,2717,86.6,7.8,1976.0,91.2,89.65,1508,5577,7355,Fernando Rodney
13011,407296,13011,100,0.251,0.12,0.295,0.371,0.317,,,729,2901,,,,88.5,,1093,5692,7271,Carlos Zambrano
12979,642547,12979,100,0.204,0.158,0.27,0.362,0.285,0.283,0.203,560,2744,87.1,17.9,2297.0,88.5,89.6,1909,6036,6943,Freddy Peralta
12959,150404,12959,100,0.234,0.177,0.263,0.411,0.304,,,738,3156,,,,83.3,,1268,6270,6629,Ted Lilly
12938,493603,12938,100,0.231,0.128,0.304,0.358,0.299,0.274,0.194,637,2763,86.2,10.2,2508.0,88.1,88.32,1519,5465,7416,Adam Ottavino
12880,547874,12880,100,0.247,0.156,0.281,0.403,0.299,0.326,0.269,825,3342,88.5,12.4,2017.0,85.6,83.97,1312,6330,6493,Hisashi Iwakuma
12849,460069,12849,100,0.255,0.14,0.296,0.395,0.328,,,766,3006,,,,88.2,,1246,5723,7102,Ricky Romero
12824,115817,12824,100,0.303,0.157,0.324,0.46,0.351,,,976,3217,,,,81.2,,710,5311,7418,Livan Hernandez
12817,518876,12817,100,0.24,0.166,0.281,0.406,0.304,0.322,0.253,740,3080,88.8,12.5,2340.0,89.3,89.08,1438,6186,6628,Merrill Kelly
12781,504379,12781,100,0.273,0.172,0.329,0.445,0.337,0.295,0.237,769,2818,87.7,12.6,2055.0,91.4,91.47,1282,5950,6748,Juan Nicasio
12771,432934,12771,100,0.24,0.193,0.259,0.433,0.324,0.331,0.243,688,2863,87.4,21.3,2330.0,84.0,84.13,1248,5918,6791,Chris Young
12753,543408,12753,100,0.259,0.158,0.295,0.417,0.329,0.333,0.256,771,2974,88.5,11.6,2162.0,88.4,86.03,1135,5667,7036,Tom Koehler
12657,456043,12657,100,0.238,0.164,0.292,0.401,0.33,,,634,2669,,,,88.2,,1347,5393,7219,Jonathan Sánchez
12643,430580,12643,100,0.27,0.177,0.295,0.447,0.34,0.363,0.281,813,3011,89.4,11.5,1957.0,89.5,87.5,1180,5918,6642,Alfredo Simon
12624,119154,12624,100,0.282,0.156,0.313,0.438,0.341,,,864,3059,,,,87.4,,901,5675,6917,Kevin Millwood
12602,451788,12602,100,0.243,0.161,0.276,0.404,0.307,0.359,0.266,732,3013,88.6,16.4,2248.0,83.1,80.87,1390,5743,6805,Shaun Marcum
12586,408206,12586,100,0.262,0.177,0.292,0.439,0.329,,,819,3124,,,,85.1,,1096,5595,6914,Brett Myers
12520,458690,12520,100,0.285,0.167,0.307,0.452,0.345,0.354,0.282,858,3012,89.2,5.8,2186.0,88.1,87.18,900,5492,6935,Chris Volstad
12515,448147,12515,100,0.301,0.173,0.311,0.474,0.354,,,987,3280,,,,87.9,,711,5771,6691,Nick Blackburn
12485,134320,12485,100,0.247,0.168,0.293,0.415,0.312,,,736,2980,,,,85.8,,1387,5963,6456,Javier Vazquez
12443,446321,12443,100,0.279,0.16,0.307,0.439,0.34,0.355,0.273,825,2957,88.9,11.3,2081.0,89.5,87.02,997,5818,6578,Ross Detwiler
12435,433589,12435,100,0.235,0.171,0.266,0.406,0.291,0.29,0.231,746,3174,87.0,19.4,2125.0,84.7,86.37,1386,6047,6321,Yusmeiro Petit
12412,488846,12412,100,0.272,0.144,0.306,0.416,0.326,0.312,0.246,819,3010,86.1,9.9,2118.0,87.4,85.55,1139,5811,6515,Brian Duensing
12388,607259,12388,100,0.261,0.174,0.286,0.435,0.33,0.326,0.261,768,2938,86.6,11.5,2280.0,87.7,86.47,1176,5690,6689,Nick Martinez
12368,435044,12368,100,0.254,0.173,0.289,0.428,0.317,0.284,0.216,768,3019,90.7,16.7,2068.0,88.0,85.97,1348,6521,5806,Scott Baker
12342,621111,12342,100,0.219,0.143,0.275,0.361,0.277,0.289,0.229,627,2868,88.4,11.1,2525.0,91.8,91.84,1560,6007,6335,Walker Buehler
12286,628711,12286,100,0.224,0.148,0.27,0.372,0.283,0.282,0.222,644,2880,85.6,16.3,2493.0,88.2,87.28,1564,6189,6097,Julio Urías
12160,596001,12160,100,0.269,0.185,0.311,0.455,0.332,0.33,0.262,802,2976,89.2,13.2,2189.0,86.7,86.05,1291,5611,6549,Jakob Junis
12159,136600,12159,100,0.273,0.174,0.297,0.447,0.338,0.524,0.413,770,2821,88.0,9.0,2180.0,82.3,79.25,962,5715,6379,Bruce Chen
12141,518553,12141,100,0.217,0.112,0.279,0.329,0.28,0.3,0.218,565,2603,85.9,11.1,2323.0,86.6,86.87,1271,5141,6894,Steve Cishek
12136,642232,12136,100,0.251,0.164,0.28,0.414,0.309,0.317,0.259,741,2958,84.4,15.4,2068.0,81.5,81.39,1306,5975,6160,Ryan Yarbrough
12096,446399,12096,100,0.26,0.162,0.304,0.422,0.324,0.289,0.23,758,2921,87.8,11.3,2099.0,87.0,86.0,1350,5626,6422,Brett Cecil
12046,641745,12046,100,0.263,0.13,0.301,0.392,0.322,0.335,0.261,727,2767,88.8,7.5,2324.0,90.7,90.34,1160,5507,6539,Brad Keller
11985,593423,11985,100,0.251,0.158,0.306,0.409,0.315,0.318,0.247,703,2797,88.0,12.0,2227.0,92.4,91.72,1573,5925,6058,Frankie Montas
11922,465657,11922,100,0.227,0.121,0.293,0.349,0.281,0.292,0.23,601,2642,87.1,13.4,2213.0,88.2,88.52,1462,5657,6232,Joakim Soria
11848,475479,11848,100,0.245,0.135,0.301,0.38,0.309,0.305,0.236,632,2584,88.3,12.1,2331.0,88.7,87.99,931,4863,6949,David Phelps
11832,615698,11832,100,0.256,0.156,0.287,0.412,0.318,0.33,0.263,702,2738,87.3,12.2,2019.0,89.9,90.31,1175,5612,6219,Cal Quantrill
11824,489265,11824,100,0.216,0.145,0.27,0.361,0.274,0.282,0.215,601,2780,85.4,17.7,2539.0,81.8,79.9,1707,5482,6288,Sergio Romo
11718,424144,11718,100,0.244,0.15,0.306,0.394,0.325,0.281,0.217,612,2508,86.5,14.2,2153.0,87.0,85.33,1246,5133,6505,Oliver Pérez
11665,462102,11665,100,0.247,0.153,0.296,0.399,0.314,,,664,2692,,,,86.5,,1151,5124,6458,Tommy Hanson
11633,457453,11633,100,0.263,0.146,0.298,0.409,0.322,,,737,2805,,,,87.8,,1015,5328,6215,Jair Jurrjens
11612,279782,11612,100,0.28,0.155,0.299,0.434,0.338,,,778,2782,,,,87.1,,825,5311,6218,Jon Garland
11565,425626,11565,100,0.269,0.172,0.313,0.44,0.332,0.352,0.26,752,2798,89.2,11.5,2167.0,84.3,83.33,1261,5270,6220,Chris Capuano
11542,607192,11542,100,0.214,0.162,0.287,0.376,0.29,0.291,0.211,562,2625,89.6,10.1,2522.0,91.9,93.8,1651,5316,6225,Tyler Glasnow
11468,605540,11468,100,0.213,0.13,0.28,0.343,0.269,0.277,0.219,555,2601,86.4,12.4,2267.0,92.2,92.6,1588,5718,5750,Brandon Woodruff
11467,641771,11467,100,0.269,0.19,0.311,0.458,0.349,0.349,0.265,677,2517,89.2,12.9,2267.0,90.4,90.61,1208,5014,6449,Chad Kuhl
11461,150414,11461,100,0.279,0.128,0.306,0.407,0.33,,,769,2759,,,,87.7,,838,5126,6274,Jake Westbrook
11458,592717,11458,100,0.248,0.135,0.287,0.384,0.313,0.33,0.258,664,2675,89.4,5.9,2300.0,90.8,90.41,1028,4975,6479,Aaron Sanchez
11450,641816,11450,100,0.247,0.175,0.301,0.422,0.319,0.306,0.234,612,2474,87.9,13.3,2250.0,89.7,90.12,1371,5254,6194,Tyler Mahle
11449,656605,11449,100,0.271,0.157,0.331,0.428,0.333,0.321,0.253,719,2658,88.2,10.3,2449.0,89.9,90.06,1189,5391,6056,Mitch Keller
11411,596133,11411,100,0.268,0.192,0.321,0.46,0.336,0.332,0.262,686,2558,88.7,13.7,2178.0,90.0,89.38,1309,5483,5928,Luke Weaver
11383,518617,11383,100,0.217,0.124,0.3,0.341,0.302,0.301,0.205,494,2273,87.3,11.0,2313.0,91.8,91.17,1564,5017,6320,Jake Diekman
11368,501925,11368,100,0.227,0.117,0.273,0.344,0.281,0.298,0.241,613,2696,88.2,8.1,2061.0,86.3,84.91,1058,5163,6107,Joe Smith
11300,453343,11300,100,0.24,0.091,0.296,0.331,0.274,0.291,0.25,676,2819,87.1,4.7,2428.0,89.2,88.22,1281,5407,5843,Mark Melancon
11296,134321,11296,100,0.288,0.164,0.309,0.452,0.336,,,860,2985,,,,86.9,,935,5452,5811,Carl Pavano
11267,457448,11267,100,0.272,0.154,0.298,0.426,0.332,0.335,0.279,724,2657,88.4,11.9,1881.0,88.8,82.13,904,5002,6232,Matt Harrison
11265,407853,11265,100,0.249,0.148,0.3,0.397,0.322,,,615,2471,,,,85.4,,1025,4940,6316,Erik Bedard
11242,518567,11242,100,0.252,0.159,0.279,0.411,0.308,0.348,0.278,667,2647,86.2,16.2,1882.0,83.6,80.6,1026,5310,5862,Josh Collmenter
11238,622608,11238,100,0.287,0.167,0.318,0.454,0.341,0.336,0.28,775,2696,88.9,7.2,2123.0,90.2,90.4,941,5135,6102,Antonio Senzatela
11204,112020,11204,100,0.249,0.111,0.293,0.36,0.293,,,704,2824,,,,87.2,,1057,5120,6029,Chris Carpenter
11192,456696,11192,100,0.24,0.168,0.291,0.408,0.314,0.298,0.234,597,2488,88.6,16.5,2295.0,90.0,88.76,1372,5378,5761,David Hernandez
11163,521230,11163,100,0.248,0.15,0.316,0.397,0.298,0.261,0.208,633,2555,88.8,15.4,2246.0,91.5,93.79,1542,5621,5512,Liam Hendriks
11150,462382,11150,100,0.261,0.103,0.305,0.364,0.304,0.3,0.245,700,2684,87.8,4.9,2181.0,91.1,88.98,974,5048,6017,Jim Johnson
11117,276371,11117,100,0.241,0.139,0.283,0.38,0.297,,,658,2725,,,,86.7,,1261,5588,5490,Johan Santana
10984,502046,10984,100,0.271,0.144,0.305,0.415,0.329,0.326,0.267,702,2593,87.7,7.8,1842.0,87.5,86.96,1024,4919,6010,Jeff Locke
10946,663903,10946,100,0.263,0.146,0.317,0.409,0.32,0.323,0.259,673,2563,88.8,8.1,2310.0,89.1,90.11,1159,4863,6082,Brady Singer
10812,433585,10812,100,0.298,0.173,0.326,0.471,0.351,0.343,0.277,786,2640,88.1,10.3,1868.0,81.7,81.37,928,4875,5874,Jeff Francis
10808,605242,10808,100,0.25,0.141,0.292,0.391,0.306,0.317,0.253,635,2544,87.5,11.6,2198.0,91.9,92.17,1296,5243,5560,Michael Fulmer
